dataset,row_name,column_name,value
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,RENTY RAZEM,2025-Q1,203371
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty z tytułu niezdolności do pracy razem,2025-Q1,163830
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,w tym renty z tytułu niezdolności do pracy wypadkowe,2025-Q1,10946
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty rolnicze z tytułu niezdolności do pracy,2025-Q1,162431
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty z tytułu niezdolności do pracy za przekazane gospodarstwo rolne Państwu,2025-Q1,93
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty z tytułu niezdolności do pracy za przekazane gospodarstwo rolne następcy,2025-Q1,320
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty z tytułu niezdolności do pracy niezwiązane z przekazaniem gospodarstwa rolnego,2025-Q1,986
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,RENTY RODZINNE RAZEM,2025-Q1,39541
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,w tym renty rodzinne wypadkowe,2025-Q1,722
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty rodzinne rolnicze,2025-Q1,38318
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty rodzinne za przekazane gospodarstwo rolne Państwu,2025-Q1,235
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty rodzinne za przekazane gospodarstwo rolne następcy,2025-Q1,672
TABLICA 1 (13). PRZECIĘTNA MIESIĘCZNA LICZBA EMERYTUR I RENT WEDŁUG RODZAJÓW ŚWIADCZEŃ,Renty rodzinne niezwiązane z przekazaniem gospodarstwa rolnego,2025-Q1,316
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba osób ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH,2024-Q1,2300.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH,2024-Q1,21554580.71
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH,2024-Q1,3123.4
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Liczba świadczeń ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN,2024-Q1,28.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN,2024-Q1,112000.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN,2024-Q1,4000.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń DODATKI KOMBATANCKIE,2024-Q1,6452.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł DODATKI KOMBATANCKIE,2024-Q1,5887228.99
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł DODATKI KOMBATANCKIE,2024-Q1,304.14
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH,2024-Q1,68.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH,2024-Q1,238812.13
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Wysokość świadczenia w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH,2024-Q1,1263.73
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń RYCZAŁTY ENERGETYCZNE,2024-Q1,22771.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł RYCZAŁTY ENERGETYCZNE,2024-Q1,18351955.5
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł RYCZAŁTY ENERGETYCZNE,2024-Q1,268.65
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ,2024-Q1,1482.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ,2024-Q1,1352404.6
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ,2024-Q1,304.18
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ,2024-Q1,4273.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ,2024-Q1,3439309.47
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ,2024-Q1,268.32
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń DODATKI KOMPENSACYJNE,2024-Q1,17965.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł DODATKI KOMPENSACYJNE,2024-Q1,2461238.55
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł DODATKI KOMPENSACYJNE,2024-Q1,45.67
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH,2024-Q1,5.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH,2024-Q1,19286.05
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH,2024-Q1,1285.74
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba osób RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE,2024-Q1,1411.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE,2024-Q1,7140866.85
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Wysokość świadczenia w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE,2024-Q1,1780.96
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba osób RENTY SOCJALNE,2024-Q1,11917.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł RENTY SOCJALNE,2024-Q1,59596663.53
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł RENTY SOCJALNE,2024-Q1,1667.04
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI,2024-Q1,178611.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI,2024-Q1,255812827.55
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI,2024-Q1,477.41
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH,2024-Q1,314.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH,2024-Q1,1231471.2
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH,2024-Q1,1307.29
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA,2024-Q1,31636.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA,2024-Q1,29984265.48
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Wysokość świadczenia w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA,2024-Q1,336.36
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba osób ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH,2024-Q4,2072.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH,2024-Q4,20907964.71
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH,2024-Q4,3363.57
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Liczba świadczeń ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN,2024-Q4,26.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN,2024-Q4,104000.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN,2024-Q4,4000.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń DODATKI KOMBATANCKIE,2024-Q4,5749.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł DODATKI KOMBATANCKIE,2024-Q4,5655839.38
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł DODATKI KOMBATANCKIE,2024-Q4,327.91
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH,2024-Q4,52.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH,2024-Q4,198405.61
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Wysokość świadczenia w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH,2024-Q4,1263.73
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń RYCZAŁTY ENERGETYCZNE,2024-Q4,20359.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł RYCZAŁTY ENERGETYCZNE,2024-Q4,18228696.68
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł RYCZAŁTY ENERGETYCZNE,2024-Q4,298.46
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ,2024-Q4,1253.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ,2024-Q4,1234096.05
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ,2024-Q4,328.39
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ,2024-Q4,3796.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ,2024-Q4,3279038.35
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ,2024-Q4,287.91
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń DODATKI KOMPENSACYJNE,2024-Q4,15833.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł DODATKI KOMPENSACYJNE,2024-Q4,2338415.47
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł DODATKI KOMPENSACYJNE,2024-Q4,49.23
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH,2024-Q4,5.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH,2024-Q4,20783.85
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH,2024-Q4,1385.59
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba osób RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE,2024-Q4,1435.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE,2024-Q4,7822928.3
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Wysokość świadczenia w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE,2024-Q4,1780.96
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba osób RENTY SOCJALNE,2024-Q4,11973.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł RENTY SOCJALNE,2024-Q4,64878452.18
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł RENTY SOCJALNE,2024-Q4,1806.24
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI,2024-Q4,171748.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI,2024-Q4,251384105.43
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI,2024-Q4,487.89
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH,2024-Q4,325.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH,2024-Q4,1363109.83
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętne świadczenie w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH,2024-Q4,1399.5
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA,2024-Q4,35197.0
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA,2024-Q4,37701501.48
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,Wysokość świadczenia w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA,2024-Q4,336.36
